ansatz,n,highU_lowQ,lowU_highQ,ratio
hva,4,0.0012290035929895622,0.003555103650309191,2.892671486550637
hva,6,0.0038334028356939867,0.011276146377640895,2.941550069469675
hva,8,0.004116914254805347,0.010977470751137551,2.666431718446509
hva,10,0.005556626523884686,0.014559203665820825,2.6201515619664786
