ansatz,n,early,mid,late,d_le
hva,4,0.7718442527208605,0.5706732947952666,0.25739404418881096,-0.5144502085320496
hva,6,0.8094655395078592,0.5740536739958423,0.4629013533051827,-0.3465641862026765
hva,8,0.8583225189428516,0.5495044930425687,0.34042384304565076,-0.5178986758972008
hva,10,0.8825315080463688,0.5794023520442144,0.42612452677138096,-0.45640698127498786
