ansatz,n,pcgrad_nm,lso_grid,vanilla_ls_nm
hva,4,-0.022269164202204768,0.7351278859081362,0.7593753261508293
hva,6,0.06823433642259442,0.7589139694629549,0.7852843165297311
hva,8,0.1297941501633712,0.791993302608317,0.8091399668426512
hva,10,0.2247695038096734,0.8245628138564383,0.8344579184518613
