variant,n,d,phase,U_median,Q_median,n_highU_lowQ,n_lowU_highQ,highU_lowQ,lowU_highQ,abs_diff,ratio
vanilla_ls_nm,4,4,early,1.5350601141179057,2.8278586022556325,71,71,0.10445118074246804,0.1699685252219035,0.06551734447943547,1.627253268117411
vanilla_ls_nm,4,4,late,0.4039985639960365,0.00049317652163785,298,298,0.000344036453329986,0.0005790139916026325,0.00023497753827264654,1.6830018621522804
vanilla_ls_nm,4,4,mid,0.5863997694930724,0.00972414500587115,196,196,0.0017813697774722575,0.003656288704694486,0.0018749189272222286,2.0525152896007457
vanilla_ls_nm,4,6,early,1.388847628596583,1.1377597303491984,58,58,0.04026654120723907,0.08202195366059044,0.04175541245335137,2.036975394495632
vanilla_ls_nm,4,6,late,0.4375675824799962,0.0004165513887079,319,319,0.00034770768002081705,0.0005740622257850888,0.00022635454576427178,1.6509909293654947
vanilla_ls_nm,4,6,mid,0.5788873071323555,0.0044696928177650995,231,231,0.001470053848680832,0.0026881538586547753,0.0012181000099739433,1.8286091091608772
vanilla_ls_nm,4,8,early,1.2069149896623228,0.670329607975041,62,62,0.030420460296452564,0.07014387986014377,0.0397234195636912,2.305812574056399
vanilla_ls_nm,4,8,late,0.1827491437979903,0.00040673299155694997,141,141,0.0002510707041932311,0.00018101918293763014,-7.005152125560098e-05,0.720988868531283
vanilla_ls_nm,4,8,mid,0.42539002548886895,0.00536944449008485,244,244,0.0014043837631932535,0.001708121623101185,0.0003037378599079314,1.2162783904716328
vanilla_ls_nm,6,4,early,1.9190827180917036,4.315882781029602,42,42,0.15659047516214658,0.214321246939778,0.05773077177763142,1.368673584506671
vanilla_ls_nm,6,4,late,0.6478920694322388,0.00332065351083065,258,258,0.0013846944597914696,0.002672497413130007,0.0012878029533385375,1.9300267970541864
vanilla_ls_nm,6,4,mid,0.845450421491069,0.02984021953611765,210,210,0.0044792691181493455,0.009566437179516246,0.005087168061366901,2.1357138692012136
vanilla_ls_nm,6,6,early,1.8049379855357977,2.487942231972406,49,49,0.09748665275564368,0.1755766398151657,0.07808998705952201,1.8010326014091322
vanilla_ls_nm,6,6,late,0.485257988692798,0.00146179408988225,228,228,0.0009070509572479406,0.001069339588725941,0.00016228863147800033,1.1789189793376063
vanilla_ls_nm,6,6,mid,0.7809398802656486,0.014360953893675851,280,280,0.0030593907508619806,0.006395487319037816,0.0033360965681758356,2.0904447453258115
vanilla_ls_nm,6,8,early,1.7655037596695098,2.165045007697974,68,68,0.09005791851018331,0.14443077174041297,0.054372853230229654,1.6037542742460946
vanilla_ls_nm,6,8,late,0.5126492970211765,0.00098126461790905,287,287,0.0005482823978086496,0.0010758982810482919,0.0005276158832396423,1.9623068063982971
vanilla_ls_nm,6,8,mid,0.7947564102441314,0.0116960880171569,205,205,0.0037563783744552943,0.0072451002756661565,0.003488721901210862,1.9287461361548157
vanilla_ls_nm,8,4,early,2.0485088786279055,5.094119948368118,48,48,0.16197862879956496,0.2507252843990568,0.08874665559949182,1.5478911400670543
vanilla_ls_nm,8,4,late,0.5673863680819673,0.0025242597388154,276,276,0.0012661092375759178,0.002357332909978168,0.0010912236724022503,1.8618716616360038
vanilla_ls_nm,8,4,mid,0.8277435712103993,0.03830915838115655,234,234,0.006038632467650473,0.010781243455989608,0.004742610988339135,1.7853783143361932
vanilla_ls_nm,8,6,early,2.020243187721902,3.733456836089925,46,46,0.12944753884867288,0.21011148139387306,0.08066394254520018,1.6231400246203072
vanilla_ls_nm,8,6,late,0.5612106331352011,0.00197084490082545,205,205,0.00115760578727039,0.0018144026409465154,0.0006567968536761253,1.567375233346784
vanilla_ls_nm,8,6,mid,0.8775180355852108,0.0239459273335258,210,210,0.004692052355110468,0.009119044515066255,0.004426992159955787,1.9435086876500889
vanilla_ls_nm,8,8,early,1.8387085745178806,2.047520986652905,51,51,0.08455790213381127,0.16826920851012309,0.08371130637631181,1.989987975858723
vanilla_ls_nm,8,8,late,0.598325484232048,0.0013763666586039001,295,295,0.000993732317490547,0.0013702610963776077,0.00037652877888706064,1.378903626519767
vanilla_ls_nm,8,8,mid,0.8404754119295657,0.01137310602326735,268,268,0.003415463901029092,0.008015286358818862,0.00459982245778977,2.3467635996398104
vanilla_ls_nm,10,4,early,2.34625936418466,7.050569725117167,37,37,0.2501260948137515,0.36017581279579836,0.11004971798204688,1.4399769566785583
vanilla_ls_nm,10,4,late,0.6234598510437313,0.00875199307546485,250,250,0.0025378062666431946,0.0037233868594430107,0.001185580592799816,1.467167493588077
vanilla_ls_nm,10,4,mid,0.9307541711218653,0.0960204683127665,205,205,0.010350643172666816,0.01680503587713617,0.006454392704469352,1.6235740713691702
vanilla_ls_nm,10,6,early,2.181541120975832,4.328469626468334,41,41,0.1710061890769671,0.27865141871824556,0.10764522964127846,1.6294814838124314
vanilla_ls_nm,10,6,late,0.6712809829393109,0.00227115958481205,325,325,0.0012090962967219098,0.0028698162898521235,0.0016607199931302137,2.373521693543138
vanilla_ls_nm,10,6,mid,1.0046726977000946,0.028601496051685098,235,235,0.005076491719625076,0.013106681861207429,0.008030190141582353,2.581838518624713
vanilla_ls_nm,10,8,early,2.204080412477224,3.0726377807580447,63,63,0.11533990054760192,0.22003428590317903,0.10469438535557711,1.9077031006487535
vanilla_ls_nm,10,8,late,0.6228721018430835,0.0022434552922175497,335,335,0.0010600013158348553,0.0020010880265735665,0.0009410867107387112,1.8878165495459907
vanilla_ls_nm,10,8,mid,0.9090798730069933,0.019485383768696997,233,233,0.004463313938195287,0.008287785549705023,0.0038244716115097364,1.8568681621925383
