variant,n,d,phase,U_median,Q_median,n_highU_lowQ,n_lowU_highQ,highU_lowQ,lowU_highQ,abs_diff,ratio
pcgrad,8,8,early,1.7327538166095677,31.95411604528947,117,117,0.23776374664268538,-0.05404012903626117,-0.29180387567894656,-0.22728498267430744
pcgrad,8,8,late,1.5562036678457436,39.93790497108748,377,377,0.12197336171174934,-0.14899653369598945,-0.2709698954077388,-1.2215497843545706
pcgrad,8,8,mid,1.6511598922714603,47.09112403331754,352,352,0.12769734403553348,-0.2018467333485015,-0.329544077384035,-1.580665086443262
pcgrad,10,4,early,1.7268310528688229,9.933670291909298,41,41,0.23812532210715626,0.12544171959462605,-0.1126836025125302,0.5267886610487286
pcgrad,10,4,late,1.2663870235541705,2.9281196819124604,379,379,0.019912183959313632,-0.05114245269348603,-0.07105463665279967,-2.5683999704896707
pcgrad,10,4,mid,0.9730731265673831,3.7003378379572505,384,384,0.020139966157667964,-0.04457745679775644,-0.0647174229554244,-2.213382904855791
pcgrad,10,6,early,1.5685714988166106,18.15759425552293,98,98,0.17401266249726582,0.08830320970553432,-0.0857094527917315,0.5074527821038414
pcgrad,10,6,late,1.5863406207000796,19.56991101630026,358,358,0.07346484744592842,-0.14965634732632146,-0.2231211947722499,-2.03711506290776
pcgrad,10,6,mid,1.4596546123879592,18.3825200082467,369,369,0.06920891236822846,-0.0939851118380422,-0.16319402420627066,-1.357991458354252
pcgrad,10,8,early,1.9660943336598784,42.50137735860363,111,111,0.3208820027210589,-0.05512708800979778,-0.37600909073085664,-0.17179862859968337
pcgrad,10,8,late,1.7875546523566759,53.165246327916705,365,365,0.1349731004173324,-0.18868614245376622,-0.3236592428710986,-1.397953680180383
pcgrad,10,8,mid,1.8961613492365423,48.994534927321084,333,333,0.12224700487827093,-0.21478172435120643,-0.33702872922947735,-1.7569487658620198
lso_pcgrad,4,4,early,1.5924935218237894,2.6090751838208877,77,77,0.0941139772355089,0.16922569981266272,0.07511172257715382,1.7980931715296207
lso_pcgrad,4,4,late,0.45804704435835475,0.0009032592990688,368,368,0.0005242197692239209,0.001067848683958423,0.0005436289147345021,2.0370248255599277
lso_pcgrad,4,4,mid,0.7253631932706208,0.023140665971360448,180,180,0.003265063488011055,0.007370017263288769,0.004104953775277713,2.2572355148224963
lso_pcgrad,4,6,early,1.404323857861114,1.2689902877018444,61,61,0.05014876246099788,0.10024304544973314,0.050094282988735264,1.9989136427383432
lso_pcgrad,4,6,late,0.4994586776482882,0.00067436378862535,348,348,0.0005016953182706416,0.0010333184464685157,0.000531623128197874,2.0596533570024023
lso_pcgrad,4,6,mid,0.6571150057246791,0.008840617350607049,234,234,0.0021726128180573783,0.004539140114307246,0.0023665272962498673,2.089254043141417
lso_pcgrad,4,8,early,1.2472782185348654,1.155975808238809,59,59,0.04709102561403974,0.08342609346053104,0.0363350678464913,1.7715921955978455
lso_pcgrad,4,8,late,0.296308713023117,0.00072157272405585,260,260,0.0004124234309366831,0.00045832067543366464,4.589724449698151e-05,1.1112867045229247
lso_pcgrad,4,8,mid,0.5694371941999626,0.00742343056889875,231,231,0.001826597673140109,0.0029910161501507633,0.0011644184770106542,1.637479448338998
lso_pcgrad,6,4,early,1.9075595464043344,3.685221217014107,69,69,0.12233033749170452,0.23130715036657723,0.10897681287487271,1.890840449796541
