ansatz,n,corr_U_sqrtQ,corr_U_dE,corr_sqrtQ_dE,corr_pred_dE
hva,4,0.7372556085407237,0.710950828623268,0.9795691797995799,0.9971747306035114
hva,6,0.7708721917289969,0.7504642149193399,0.981439183695081,0.9984386810322828
hva,8,0.8025780021298248,0.7722611029818195,0.9843084672704144,0.9981175243053381
hva,10,0.8371408264422244,0.79976920344715,0.9851701913103876,0.9987693963050801
