ansatz,n,early,mid,late,d_le
hea,4,0.659803890199233,0.268407786260909,0.08804192397957779,-0.5717619662196552
hea,6,0.6651867967391091,0.49100396722456957,0.4861557496577508,-0.17903104708135825
hea,8,0.3553900873563302,0.5235630861292435,0.649833337355349,0.2944432499990188
hea,10,0.11997731533272886,0.20970110817868157,0.5435330897277663,0.4235557743950374
