ansatz,n,vanilla,pcgrad,lso_pcgrad
hea,4,0.585562647918334,0.317923818095894,0.572296117512854
hea,6,0.5180673921084074,0.38001454558653047,0.5840484764788665
hea,8,0.19966129528597296,-0.031808050258891024,0.3632437573509945
hea,10,-0.19579915271937082,-0.3476744051141159,0.013464218624165497
