variant,n,d,phase,U_median,Q_median,n_highU_lowQ,n_lowU_highQ,highU_lowQ,lowU_highQ,abs_diff,ratio
lso_grid,6,4,late,1.1410853340169718,0.0441926384370389,218,218,0.011538017665669495,0.01598979126399788,0.004451773598328384,1.3858352212073919
lso_grid,6,4,mid,1.8773034456283169,0.3170746853898664,249,249,0.042486055742909826,0.0638933231510859,0.02140726740817607,1.5038657280335694
lso_grid,6,6,early,2.783690794436964,1.7528752525033053,92,92,0.1344879293723288,0.20729980128670603,0.07281187191437721,1.5414007952550008
lso_grid,6,6,late,1.8074857818340013,0.02001796852162875,269,269,0.010599492179011287,0.016295743023402514,0.005696250844391227,1.5374079010757447
lso_grid,6,6,mid,2.136667072929816,0.12094398568541165,238,238,0.029608131025112193,0.050616913549466735,0.021008782524354543,1.709561252161979
lso_grid,6,8,early,2.7656206041496256,2.2193136115046364,73,73,0.16087195774830781,0.22875724675017414,0.06788528900186633,1.421983358392867
lso_grid,6,8,late,1.8833921435484657,0.008877980705807451,332,332,0.006993316561346301,0.009484662779890855,0.0024913462185445533,1.3562467388241521
lso_grid,6,8,mid,2.172184932759847,0.08639162378284454,256,256,0.025559749213234943,0.04502406860015854,0.019464319386923598,1.7615223148138281
lso_grid,8,4,early,2.980751799915661,0.921950600720549,197,197,0.1188415996182138,0.18287615188736486,0.06403455226915106,1.5388227058106432
lso_grid,8,4,late,1.2913439407158287,0.12015949198178619,114,114,0.025288137592639977,0.023909075856232788,-0.0013790617364071896,0.9454660616522207
lso_grid,8,4,mid,2.3520456154097094,0.5054735701472288,195,195,0.0770043484444143,0.09607422148735477,0.01906987304294047,1.2476467034417684
lso_grid,8,6,early,3.292230953254158,0.5095961354885934,128,128,0.0981072818611092,0.14392556052977462,0.04581827866866542,1.4670222005898654
lso_grid,8,6,late,2.1684979279018943,0.10572132596171324,221,221,0.02842185287373358,0.04447727759782122,0.01605542472408764,1.5648971865210612
lso_grid,8,6,mid,2.7073462747896286,0.2396006342620145,295,295,0.049722444917420595,0.09117202215388814,0.04144957723646755,1.8336190488079842
lso_grid,8,8,early,3.4380232851975965,0.554267316856247,100,100,0.1044704370347932,0.14819536239528422,0.043724925360491024,1.4185387426485898
lso_grid,8,8,late,2.340228394300326,0.0197737294015352,249,249,0.013541553177376282,0.02106484553977273,0.007523292362396447,1.5555708613222836
lso_grid,8,8,mid,2.874682016119965,0.0726552149676181,239,239,0.031019680216964926,0.04813818440860899,0.01711850419164406,1.5518594670193218
