ansatz,variant,n_qubits,depth,n_seeds_sqrtQ_audit,n_seeds_R_audit,s_R_median,s_A_median,s_RA_cov_median,s_cov_median,sum_check_median,s_G_within_R_median,s_nu_within_R_median,s_Gnu_cov_within_R_median,sum_check_R_median
hea,vanilla_ls_nm,10,8,30,30,0.2621900119705698,0.29747396383545416,0.45550157517270934,0.45550157517270934,1.0,1.5750176792749393,0.18252463103813182,-0.7400765105817984,1.0
hva,lso_grid,4,4,30,30,0.5064278749548046,0.10163116190666749,0.39745313661822534,0.39745313661822534,1.0,0.9102355150849492,0.006137601230626899,0.08182233596260526,0.9999999999999999
hva,lso_grid,4,6,30,30,0.47231718543017687,0.12070209707474314,0.4082222294304562,0.4082222294304562,1.0,0.9290866733351906,0.0042787578713585,0.06788590709722751,1.0
hva,lso_grid,4,8,30,30,0.5495101713278785,0.08563743320553094,0.3638342063846359,0.3638342063846359,1.0,0.9269184238034319,0.003988701285106155,0.06683973606344742,1.0
hva,lso_grid,6,4,30,30,0.487726224438319,0.11248998112360033,0.403998662025583,0.403998662025583,1.0,0.8894040556360039,0.010817613096225327,0.09952081988848852,1.0
hva,lso_grid,6,6,30,30,0.522559400504657,0.09591225581247587,0.3889226463231319,0.3889226463231319,1.0,0.8857415538017586,0.009727032985406864,0.1050991306260852,1.0
hva,lso_grid,6,8,30,30,0.48518532868098796,0.11089984750009108,0.40214157721473387,0.40214157721473387,1.0,0.9083479921657817,0.007362193472757541,0.08589808937205973,1.0
hva,lso_grid,8,4,30,30,0.5125501858617016,0.09184072550183113,0.3972958818781268,0.3972958818781268,1.0,0.8928861652256044,0.00861037209374418,0.09926594526825883,1.0
hva,lso_grid,8,6,30,30,0.5041158431057352,0.10018016193310336,0.3882247207975755,0.3882247207975755,1.0,0.8935881623676132,0.0075394612480764855,0.09917786696553703,1.0
hva,lso_grid,8,8,30,30,0.5123321642573646,0.1013361489563828,0.38287842986366777,0.38287842986366777,1.0,0.9014965022037843,0.0065475613924866035,0.09252718740519981,1.0
hva,lso_grid,10,4,30,30,0.5268395255804977,0.08525819254964884,0.3857492729439116,0.3857492729439116,1.0,0.8751483482288349,0.010712411013506066,0.1113306824119118,1.0
hva,lso_grid,10,6,30,30,0.516758700166801,0.09492159273969566,0.3851777100366168,0.3851777100366168,1.0,0.8991661533793922,0.0072869885741243074,0.09354685804648342,1.0
hva,lso_grid,10,8,30,30,0.5284240191378169,0.09827623268401789,0.38069702775524317,0.38069702775524317,1.0,0.9022100272275068,0.006269277817922058,0.09208252815713963,1.0
hva,lso_pcgrad,4,4,30,30,0.4468978833213755,0.11906836444359503,0.43038970790659214,0.43038970790659214,1.0,0.9080180658865361,0.006048347338665526,0.0849449868710831,1.0
hva,lso_pcgrad,4,6,30,30,0.40667776662022304,0.1391881732314762,0.4548296364727531,0.4548296364727531,1.0,0.9262220580971147,0.004004065746407319,0.07078984208060074,1.0
