ansatz,variant,n_qubits,depth,statistic,seeds_expected,seeds_estimable,cell_estimable,rho_bar,ci_lo,ci_hi,material_and_resolved,reason,sign,max_vif_median,kappa_median,top_status,bootstrap_seed
hea,lso_grid,8,4,rho_C,30,25,True,0.1793100921593251,0.04369282257683599,0.3132512517173964,False,below_material_threshold,1,4.20468316337563,4.10380759331192,ok,4160436024
hea,lso_grid,8,6,rho_nu,30,24,True,0.6078777365756035,0.5271617499274784,0.6819218965830013,True,material_and_resolved,1,4.6240407919613595,4.323861060044587,ok,3224582751
hea,lso_grid,8,6,rho_cos,30,24,True,0.388984412152139,0.2715591188126097,0.5027568996633599,True,material_and_resolved,1,4.6240407919613595,4.32386106004459,ok,2292308680
hea,lso_grid,8,6,rho_C,30,24,True,0.04758604082419937,-0.0509610370720499,0.14914518613119554,False,below_material_threshold,1,4.6240407919613595,4.32386106004459,ok,4137020788
hea,lso_grid,8,8,rho_nu,30,27,True,0.3451241707339673,0.24800656068884278,0.4432861703751774,True,material_and_resolved,1,4.647982300389885,4.329097516812499,ok,1064575135
hea,lso_grid,8,8,rho_cos,30,27,True,0.1376983003072835,0.044501393089697486,0.22645592989477245,False,below_material_threshold,1,4.647982300389885,4.329097516812499,ok,147977025
hea,lso_grid,8,8,rho_C,30,27,True,-0.05591944410546023,-0.1606749843069278,0.05013973918101564,False,below_material_threshold,-1,4.647982300389885,4.329097516812498,ok,2674403337
hea,lso_grid,10,4,rho_nu,30,29,True,0.4637657326909274,0.3697508244437409,0.5574207135784659,True,material_and_resolved,1,5.457179675265513,4.94239081331901,ok,711167550
hea,lso_grid,10,4,rho_cos,30,29,True,0.3471139037404072,0.27591835905341733,0.4189026235624904,True,material_and_resolved,1,5.457179675265513,4.942390813319012,ok,3559201851
hea,lso_grid,10,4,rho_C,30,29,True,0.18114922507142808,0.08514362099568194,0.2774807831281854,False,below_material_threshold,1,5.457179675265513,4.942390813319013,ok,4151386447
hea,lso_grid,10,6,rho_nu,30,29,True,0.6370205677764924,0.5656730765690846,0.6983927902521291,True,material_and_resolved,1,4.5306840426512025,4.233778591808333,ok,3929181627
hea,lso_grid,10,6,rho_cos,30,29,True,0.3704757481174091,0.2713780964503691,0.4610310622940547,True,material_and_resolved,1,4.530684042651201,4.233778591808332,ok,3996185414
hea,lso_grid,10,6,rho_C,30,29,True,0.10246949218127906,-0.01747479920409131,0.22545527075407268,False,below_material_threshold,1,4.5306840426512025,4.233778591808331,ok,900877904
hea,lso_grid,10,8,rho_nu,30,18,False,0.3548207541036945,0.22969454856410298,0.4688604133619112,False,cell_underdetermined,1,7.914276536487703,5.671013655210414,ok,2673777238
hea,lso_grid,10,8,rho_cos,30,18,False,0.5084547114939748,0.33260321816322197,0.6478248104893847,False,cell_underdetermined,1,7.914276536487703,5.671013655210413,ok,2473755996
