basis,ansatz,variant,n_qubits,depth,seeds_expected,seeds_present,rho_nu_full_seeds_identifiable,rho_nu_full_seeds_estimable,rho_nu_full_fraction_expected,rho_nu_full_cell_estimable,rho_nu_full_vif_median,rho_nu_full_vif_p90,rho_nu_full_kappa_median,rho_cos_full_seeds_identifiable,rho_cos_full_seeds_estimable,rho_cos_full_fraction_expected,rho_cos_full_cell_estimable,rho_cos_full_vif_median,rho_cos_full_vif_p90,rho_cos_full_kappa_median,rho_C_full_seeds_identifiable,rho_C_full_seeds_estimable,rho_C_full_fraction_expected,rho_C_full_cell_estimable,rho_C_full_vif_median,rho_C_full_vif_p90,rho_C_full_kappa_median,route_required_stats,seeds_route_estimable,estimable_fraction_expected,estimable_fraction_present,cell_estimable,structural_notes
full,hea,lso_pcgrad,10,4,30,30,30,17,0.5666666666666667,False,7.283297042281988,20.485816130088683,6.4204118012487745,30,17,0.5666666666666667,False,7.2832970422819905,20.485816130088683,6.420411801248773,30,17,0.5666666666666667,False,7.2832970422819905,20.485816130088683,6.42041180124877,rho_nu_full;rho_C_full,17,0.5666666666666667,0.5666666666666667,False,
full,hea,lso_pcgrad,10,6,30,30,30,23,0.7666666666666667,True,6.103513911142651,11.21664839339341,5.074369118504002,30,23,0.7666666666666667,True,6.103513911142649,11.21664839339341,5.074369118504003,30,23,0.7666666666666667,True,6.103513911142649,11.21664839339341,5.074369118504002,rho_nu_full;rho_C_full,23,0.7666666666666667,0.7666666666666667,True,
full,hea,lso_pcgrad,10,8,30,30,30,20,0.6666666666666666,True,7.60317830763954,28.40152552476869,5.606706075851736,30,20,0.6666666666666666,True,7.60317830763954,28.40152552476869,5.606706075851733,30,20,0.6666666666666666,True,7.60317830763954,28.40152552476869,5.60670607585174,rho_nu_full;rho_C_full,20,0.6666666666666666,0.6666666666666666,True,
full,hea,pcgrad,4,4,30,30,30,28,0.9333333333333333,True,3.8621675047969997,9.704388328748417,3.899324946483529,30,28,0.9333333333333333,True,3.8621675047969997,9.704388328748417,3.899324946483528,30,28,0.9333333333333333,True,3.8621675047969997,9.704388328748417,3.899324946483528,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,
full,hea,pcgrad,4,6,30,30,30,30,1.0,True,3.0805465731546593,5.7106813986471705,3.4248509934425444,30,30,1.0,True,3.0805465731546593,5.710681398647174,3.424850993442546,30,30,1.0,True,3.0805465731546593,5.7106813986471705,3.4248509934425453,rho_nu_full;rho_C_full,30,1.0,1.0,True,
full,hea,pcgrad,4,8,30,30,30,28,0.9333333333333333,True,4.930981835443186,8.992865133378919,4.372920531008015,30,28,0.9333333333333333,True,4.930981835443188,8.992865133378919,4.372920531008016,30,28,0.9333333333333333,True,4.930981835443188,8.992865133378919,4.372920531008015,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,
full,hea,pcgrad,6,4,30,30,30,24,0.8,True,6.3750113459534425,10.979395284775991,5.570713736822714,30,24,0.8,True,6.375011345953444,10.979395284776002,5.570713736822714,30,24,0.8,True,6.375011345953444,10.979395284776002,5.570713736822716,rho_nu_full;rho_C_full,24,0.8,0.8,True,
full,hea,pcgrad,6,6,30,30,30,29,0.9666666666666667,True,4.3056847426608496,8.660696195791376,4.153103819068937,30,29,0.9666666666666667,True,4.3056847426608496,8.660696195791376,4.153103819068935,30,29,0.9666666666666667,True,4.305684742660848,8.660696195791376,4.153103819068936,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hea,pcgrad,6,8,30,30,30,29,0.9666666666666667,True,2.6401872432445628,5.463455441335563,3.2107576117635857,30,29,0.9666666666666667,True,2.6401872432445628,5.463455441335563,3.210757611763585,30,29,0.9666666666666667,True,2.640187243244563,5.463455441335566,3.2107576117635848,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hea,pcgrad,8,4,30,30,30,27,0.9,True,5.551364089437543,10.181087547143065,5.156872187101222,30,27,0.9,True,5.551364089437543,10.181087547143065,5.156872187101225,30,27,0.9,True,5.551364089437543,10.181087547143065,5.156872187101223,rho_nu_full;rho_C_full,27,0.9,0.9,True,
full,hea,pcgrad,8,6,30,30,30,20,0.6666666666666666,True,6.543918838415646,19.152570737066803,5.546841603305219,30,20,0.6666666666666666,True,6.543918838415646,19.152570737066803,5.5468416033052215,30,20,0.6666666666666666,True,6.543918838415646,19.152570737066803,5.5468416033052215,rho_nu_full;rho_C_full,20,0.6666666666666666,0.6666666666666666,True,
full,hea,pcgrad,8,8,30,30,30,18,0.6,False,8.070026092285488,27.28638804472228,5.88148076609219,30,18,0.6,False,8.070026092285488,27.28638804472228,5.881480766092196,30,18,0.6,False,8.070026092285488,27.28638804472228,5.881480766092193,rho_nu_full;rho_C_full,18,0.6,0.6,False,
full,hea,pcgrad,10,4,30,30,30,21,0.7,True,6.723429487795592,15.829360081381305,5.9560207837383,30,21,0.7,True,6.723429487795592,15.829360081381305,5.956020783738301,30,21,0.7,True,6.723429487795592,15.829360081381305,5.956020783738298,rho_nu_full;rho_C_full,21,0.7,0.7,True,
full,hea,pcgrad,10,6,30,30,30,14,0.4666666666666667,False,10.45254064428441,21.795477624717396,7.531233391054094,30,14,0.4666666666666667,False,10.45254064428441,21.795477624717396,7.531233391054094,30,14,0.4666666666666667,False,10.452540644284415,21.795477624717396,7.531233391054094,rho_nu_full;rho_C_full,14,0.4666666666666667,0.4666666666666667,False,
full,hea,pcgrad,10,8,30,30,30,9,0.3,False,15.87219833286367,25.905081453167536,8.581977194033131,30,9,0.3,False,15.87219833286367,25.905081453167536,8.581977194033135,30,9,0.3,False,15.87219833286367,25.905081453167536,8.581977194033133,rho_nu_full;rho_C_full,9,0.3,0.3,False,
full,hea,pcgrad_nm,4,4,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.5179563466322445,3.6054199342984212,1.9542766334037003,30,30,1.0,True,1.5179563466322445,3.6054199342984212,1.9542766334037012,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hea,pcgrad_nm,4,6,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.610549131135985,2.5330745145382063,2.072509051163885,30,30,1.0,True,1.610549131135985,2.5330745145382063,2.072509051163885,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hea,pcgrad_nm,4,8,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.5813163421247047,2.3848681065933794,2.0396782371663553,30,30,1.0,True,1.5813163421247047,2.38486810659338,2.0396782371663558,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hea,pcgrad_nm,6,4,30,30,0,0,0.0,False,,,,30,27,0.9,True,2.910545649229311,9.031804913892605,3.2013796164140835,30,27,0.9,True,2.910545649229312,9.031804913892605,3.201379616414084,rho_cos_full;rho_C_full,27,0.9,0.9,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hea,pcgrad_nm,6,6,30,30,0,0,0.0,False,,,,30,30,1.0,True,2.5838591120668117,4.607358761238873,2.9041461168918286,30,30,1.0,True,2.5838591120668126,4.607358761238873,2.9041461168918286,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
