basis,ansatz,variant,n_qubits,depth,seeds_expected,seeds_present,rho_nu_full_seeds_identifiable,rho_nu_full_seeds_estimable,rho_nu_full_fraction_expected,rho_nu_full_cell_estimable,rho_nu_full_vif_median,rho_nu_full_vif_p90,rho_nu_full_kappa_median,rho_cos_full_seeds_identifiable,rho_cos_full_seeds_estimable,rho_cos_full_fraction_expected,rho_cos_full_cell_estimable,rho_cos_full_vif_median,rho_cos_full_vif_p90,rho_cos_full_kappa_median,rho_C_full_seeds_identifiable,rho_C_full_seeds_estimable,rho_C_full_fraction_expected,rho_C_full_cell_estimable,rho_C_full_vif_median,rho_C_full_vif_p90,rho_C_full_kappa_median,route_required_stats,seeds_route_estimable,estimable_fraction_expected,estimable_fraction_present,cell_estimable,structural_notes
full,hea,vanilla_ls_nm,4,6,30,30,30,27,0.9,True,2.399558661451997,13.37932872361995,2.802192734341092,0,0,0.0,False,,,,30,27,0.9,True,2.399558661451997,13.37932872361995,2.802192734341091,rho_nu_full;rho_C_full,27,0.9,0.9,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,4,8,30,30,30,24,0.8,True,3.3514938840273176,16.007516947954294,3.498146819760306,0,0,0.0,False,,,,29,23,0.7666666666666667,True,3.3866083974374765,16.145929213448916,3.505197473053132,rho_nu_full;rho_C_full,23,0.7666666666666667,0.7666666666666667,True,rho_C_full:C==G(target_control_duplicate) x1; rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:C==G(control_duplicate) x1; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,6,4,30,30,30,27,0.9,True,2.538021084318906,7.9773006219301905,2.8438688000381207,0,0,0.0,False,,,,30,27,0.9,True,2.538021084318907,7.9773006219301905,2.8438688000381207,rho_nu_full;rho_C_full,27,0.9,0.9,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,6,6,30,30,30,29,0.9666666666666667,True,2.022542202929706,5.897557648781804,2.4463020561913895,0,0,0.0,False,,,,30,29,0.9666666666666667,True,2.022542202929706,5.897557648781804,2.4463020561913904,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,6,8,30,30,30,26,0.8666666666666667,True,2.8933516036330005,11.495988311799328,3.0981425629402644,0,0,0.0,False,,,,30,26,0.8666666666666667,True,2.893351603633001,11.495988311799328,3.0981425629402635,rho_nu_full;rho_C_full,26,0.8666666666666667,0.8666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,8,4,30,30,30,28,0.9333333333333333,True,2.6022776755242543,6.8448637568702075,2.9244337869347867,0,0,0.0,False,,,,30,28,0.9333333333333333,True,2.6022776755242543,6.8448637568702075,2.9244337869347863,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,8,6,30,30,30,29,0.9666666666666667,True,2.1539078134781313,6.4146168511585495,2.5968792238980454,0,0,0.0,False,,,,30,29,0.9666666666666667,True,2.1539078134781313,6.4146168511585495,2.5968792238980454,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,8,8,30,30,30,30,1.0,True,2.5147054635113344,7.033962614734931,2.8300303287363047,0,0,0.0,False,,,,30,30,1.0,True,2.5147054635113344,7.033962614734931,2.830030328736304,rho_nu_full;rho_C_full,30,1.0,1.0,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,10,4,30,30,30,27,0.9,True,2.6913887985842404,9.445050074390892,2.962806562382556,0,0,0.0,False,,,,30,27,0.9,True,2.6913887985842404,9.445050074390892,2.9628065623825544,rho_nu_full;rho_C_full,27,0.9,0.9,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,10,6,30,30,30,30,1.0,True,1.985294609473205,4.41215459947426,2.4535876200243316,0,0,0.0,False,,,,30,30,1.0,True,1.985294609473205,4.41215459947426,2.453587620024332,rho_nu_full;rho_C_full,30,1.0,1.0,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hea,vanilla_ls_nm,10,8,30,30,30,28,0.9333333333333333,True,3.5746596930071917,8.968774107903915,3.5147658768941357,0,0,0.0,False,,,,30,28,0.9333333333333333,True,3.5746596930071917,8.968774107903915,3.514765876894135,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hva,lso_grid,4,4,30,30,30,29,0.9666666666666667,True,3.687984389556547,7.039014225961858,3.9586207187681977,30,29,0.9666666666666667,True,3.687984389556547,7.039014225961858,3.958620718768198,30,29,0.9666666666666667,True,3.687984389556547,7.039014225961862,3.958620718768198,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,lso_grid,4,6,30,30,30,29,0.9666666666666667,True,3.0538670428091392,5.381944706332874,3.309924983847874,30,29,0.9666666666666667,True,3.0538670428091397,5.381944706332877,3.309924983847874,30,29,0.9666666666666667,True,3.0538670428091406,5.381944706332877,3.3099249838478744,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,lso_grid,4,8,30,30,30,23,0.7666666666666667,True,4.100019940125995,21.541663950955055,4.194763054434414,30,23,0.7666666666666667,True,4.100019940125995,21.541663950955055,4.194763054434414,30,23,0.7666666666666667,True,4.100019940125995,21.541663950955055,4.194763054434414,rho_nu_full;rho_C_full,23,0.7666666666666667,0.7666666666666667,True,
full,hva,lso_grid,6,4,30,30,30,30,1.0,True,2.989665194591696,5.275371549229176,3.347071850912932,30,30,1.0,True,2.989665194591696,5.275371549229176,3.347071850912934,30,30,1.0,True,2.989665194591696,5.275371549229176,3.347071850912933,rho_nu_full;rho_C_full,30,1.0,1.0,True,
full,hva,lso_grid,6,6,30,30,30,28,0.9333333333333333,True,3.678370732301744,7.773169384910206,3.7821643009649026,30,28,0.9333333333333333,True,3.678370732301744,7.773169384910206,3.782164300964901,30,28,0.9333333333333333,True,3.678370732301744,7.773169384910206,3.7821643009649004,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,
full,hva,lso_grid,6,8,30,30,30,28,0.9333333333333333,True,3.8850650924519776,8.3491186410546,3.9542003030716506,30,28,0.9333333333333333,True,3.8850650924519776,8.3491186410546,3.9542003030716493,30,28,0.9333333333333333,True,3.8850650924519767,8.3491186410546,3.9542003030716497,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,
full,hva,lso_grid,8,4,30,30,30,28,0.9333333333333333,True,2.7120665456745314,5.157960016425149,3.0829031324703378,30,28,0.9333333333333333,True,2.712066545674532,5.157960016425149,3.082903132470336,30,28,0.9333333333333333,True,2.712066545674532,5.157960016425149,3.0829031324703373,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,
full,hva,lso_grid,8,6,30,30,30,29,0.9666666666666667,True,2.9287695247470515,6.450666396457759,3.299379154799083,30,29,0.9666666666666667,True,2.928769524747052,6.450666396457759,3.2993791547990825,30,29,0.9666666666666667,True,2.928769524747051,6.450666396457759,3.2993791547990825,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,lso_grid,8,8,30,30,30,29,0.9666666666666667,True,2.8775504037839053,4.7186697814775345,3.344682802492815,30,29,0.9666666666666667,True,2.8775504037839053,4.7186697814775345,3.344682802492816,30,29,0.9666666666666667,True,2.8775504037839053,4.7186697814775345,3.344682802492814,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,lso_grid,10,4,30,30,30,29,0.9666666666666667,True,2.860408635273104,6.648292892734269,3.376762829541849,30,29,0.9666666666666667,True,2.860408635273104,6.648292892734269,3.376762829541849,30,29,0.9666666666666667,True,2.860408635273104,6.648292892734269,3.3767628295418497,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,lso_grid,10,6,30,30,30,30,1.0,True,3.3166791461045335,6.465813149644143,3.660241319756113,30,30,1.0,True,3.3166791461045335,6.46581314964414,3.660241319756114,30,30,1.0,True,3.316679146104534,6.46581314964414,3.660241319756115,rho_nu_full;rho_C_full,30,1.0,1.0,True,
full,hva,lso_grid,10,8,30,30,30,29,0.9666666666666667,True,3.897233204352537,6.626222862126982,4.047254246922494,30,29,0.9666666666666667,True,3.897233204352537,6.626222862126981,4.047254246922492,30,29,0.9666666666666667,True,3.897233204352537,6.626222862126982,4.047254246922494,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,lso_pcgrad,4,4,30,30,30,7,0.23333333333333334,False,26.639097239370358,208.71612440925054,12.309616461597114,30,7,0.23333333333333334,False,26.639097239370358,208.71612440925054,12.309616461597116,30,7,0.23333333333333334,False,26.639097239370358,208.71612440925054,12.309616461597113,rho_nu_full;rho_C_full,7,0.23333333333333334,0.23333333333333334,False,
full,hva,lso_pcgrad,4,6,30,30,30,8,0.26666666666666666,False,23.696751172473892,126.44808930944735,11.390976622107981,30,8,0.26666666666666666,False,23.696751172473892,126.44808930944735,11.390976622107981,30,8,0.26666666666666666,False,23.696751172473892,126.44808930944735,11.39097662210799,rho_nu_full;rho_C_full,8,0.26666666666666666,0.26666666666666666,False,
full,hva,lso_pcgrad,4,8,30,30,30,6,0.2,False,25.15992841053158,165.85025269079912,12.36315603911412,30,6,0.2,False,25.159928410531613,165.85025269079912,12.363156039114116,30,6,0.2,False,25.15992841053158,165.85025269079912,12.363156039114113,rho_nu_full;rho_C_full,6,0.2,0.2,False,
full,hva,lso_pcgrad,6,4,30,30,30,8,0.26666666666666666,False,21.128076858876568,61.890993861918275,9.784571962094851,30,8,0.26666666666666666,False,21.128076858876568,61.890993861918275,9.784571962094859,30,8,0.26666666666666666,False,21.128076858876568,61.890993861918275,9.784571962094855,rho_nu_full;rho_C_full,8,0.26666666666666666,0.26666666666666666,False,
full,hva,lso_pcgrad,6,6,30,30,30,7,0.23333333333333334,False,22.154460904515823,152.11220396763474,10.718121111636188,30,7,0.23333333333333334,False,22.154460904515823,152.11220396763474,10.718121111636187,30,7,0.23333333333333334,False,22.154460904515823,152.11220396763474,10.718121111636187,rho_nu_full;rho_C_full,7,0.23333333333333334,0.23333333333333334,False,
full,hva,lso_pcgrad,6,8,30,30,30,2,0.06666666666666667,False,29.297574982487244,90.4534337603739,12.332814684487001,30,2,0.06666666666666667,False,29.297574982487244,90.45343376037314,12.332814684487001,30,2,0.06666666666666667,False,29.297574982487244,90.4534337603739,12.332814684487,rho_nu_full;rho_C_full,2,0.06666666666666667,0.06666666666666667,False,
full,hva,lso_pcgrad,8,4,30,30,30,8,0.26666666666666666,False,28.107167409034894,124.48238858438725,11.621550010644262,30,8,0.26666666666666666,False,28.107167409034894,124.48238858438725,11.621550010644238,30,8,0.26666666666666666,False,28.107167409034894,124.48238858438725,11.621550010644246,rho_nu_full;rho_C_full,8,0.26666666666666666,0.26666666666666666,False,
full,hva,lso_pcgrad,8,6,30,30,30,3,0.1,False,21.931126469549156,104.64686689997404,10.648051026508732,30,3,0.1,False,21.93112646954918,104.64686689997404,10.648051026508742,30,3,0.1,False,21.93112646954918,104.64686689997404,10.648051026508744,rho_nu_full;rho_C_full,3,0.1,0.1,False,
full,hva,lso_pcgrad,8,8,30,30,30,3,0.1,False,30.424636719106516,192.44222398265666,12.230896629711296,30,3,0.1,False,30.424636719106516,192.44222398265666,12.230896629711289,30,3,0.1,False,30.424636719106516,192.44222398265666,12.230896629711296,rho_nu_full;rho_C_full,3,0.1,0.1,False,
full,hva,lso_pcgrad,10,4,30,30,30,5,0.16666666666666666,False,36.96066231649574,191.35918095171758,14.446122904914855,30,5,0.16666666666666666,False,36.96066231649574,191.35918095171758,14.446122904914848,30,5,0.16666666666666666,False,36.96066231649574,191.35918095171758,14.44612290491484,rho_nu_full;rho_C_full,5,0.16666666666666666,0.16666666666666666,False,
full,hva,lso_pcgrad,10,6,30,30,30,1,0.03333333333333333,False,43.47390240955579,147.18697161517503,14.966802667583455,30,1,0.03333333333333333,False,43.47390240955579,147.18697161517503,14.966802667583455,30,1,0.03333333333333333,False,43.47390240955579,147.18697161517503,14.96680266758346,rho_nu_full;rho_C_full,1,0.03333333333333333,0.03333333333333333,False,
full,hva,lso_pcgrad,10,8,30,30,30,2,0.06666666666666667,False,32.45523740069479,150.97171836751366,12.460290376283794,30,2,0.06666666666666667,False,32.45523740069479,150.97171836751366,12.460290376283798,30,2,0.06666666666666667,False,32.45523740069479,150.97171836751366,12.460290376283801,rho_nu_full;rho_C_full,2,0.06666666666666667,0.06666666666666667,False,
full,hva,pcgrad,4,4,30,30,30,30,1.0,True,3.2990923230831597,4.678910625146998,3.5984520710315273,30,30,1.0,True,3.2990923230831597,4.678910625147,3.598452071031527,30,30,1.0,True,3.2990923230831597,4.678910625146998,3.598452071031528,rho_nu_full;rho_C_full,30,1.0,1.0,True,
full,hva,pcgrad,4,6,30,30,30,29,0.9666666666666667,True,3.6111281408810525,6.197198996422468,4.1285665646399385,30,29,0.9666666666666667,True,3.6111281408810525,6.197198996422468,4.128566564639939,30,29,0.9666666666666667,True,3.6111281408810534,6.197198996422468,4.128566564639939,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,pcgrad,4,8,30,30,30,26,0.8666666666666667,True,5.533521813784464,12.016802439386892,5.403624950781323,30,26,0.8666666666666667,True,5.533521813784464,12.016802439386892,5.403624950781321,30,26,0.8666666666666667,True,5.533521813784464,12.016802439386892,5.403624950781321,rho_nu_full;rho_C_full,26,0.8666666666666667,0.8666666666666667,True,
full,hva,pcgrad,6,4,30,30,30,29,0.9666666666666667,True,3.2463326047118763,6.411013056784703,3.4212979668567223,30,29,0.9666666666666667,True,3.2463326047118763,6.411013056784703,3.4212979668567236,30,29,0.9666666666666667,True,3.2463326047118763,6.411013056784703,3.421297966856723,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,pcgrad,6,6,30,30,30,30,1.0,True,3.949977316920437,7.607966242879087,3.9721721598127395,30,30,1.0,True,3.949977316920437,7.607966242879087,3.972172159812741,30,30,1.0,True,3.949977316920438,7.6079662428790815,3.9721721598127395,rho_nu_full;rho_C_full,30,1.0,1.0,True,
full,hva,pcgrad,6,8,30,30,30,28,0.9333333333333333,True,4.685366918610891,7.808949315460406,4.451361078233214,30,28,0.9333333333333333,True,4.685366918610891,7.808949315460406,4.451361078233214,30,28,0.9333333333333333,True,4.685366918610891,7.808949315460406,4.451361078233216,rho_nu_full;rho_C_full,28,0.9333333333333333,0.9333333333333333,True,
full,hva,pcgrad,8,4,30,30,30,30,1.0,True,3.517397145735287,5.322319669947955,3.7440100496016298,30,30,1.0,True,3.517397145735287,5.322319669947952,3.744010049601629,30,30,1.0,True,3.517397145735287,5.322319669947952,3.744010049601629,rho_nu_full;rho_C_full,30,1.0,1.0,True,
full,hva,pcgrad,8,6,30,30,30,29,0.9666666666666667,True,3.6198754521217653,6.828824802887226,4.223472308582432,30,29,0.9666666666666667,True,3.6198754521217658,6.82882480288723,4.223472308582433,30,29,0.9666666666666667,True,3.6198754521217653,6.828824802887226,4.223472308582433,rho_nu_full;rho_C_full,29,0.9666666666666667,0.9666666666666667,True,
full,hva,pcgrad,8,8,30,30,30,27,0.9,True,6.394845539898654,9.900867876978433,5.742349674548986,30,27,0.9,True,6.394845539898654,9.900867876978435,5.742349674548986,30,27,0.9,True,6.394845539898654,9.900867876978433,5.74234967454899,rho_nu_full;rho_C_full,27,0.9,0.9,True,
full,hva,pcgrad,10,4,30,30,30,27,0.9,True,4.332650154552169,7.654331371344383,4.206518634199579,30,27,0.9,True,4.3326501545521685,7.654331371344383,4.206518634199579,30,27,0.9,True,4.332650154552169,7.654331371344383,4.206518634199582,rho_nu_full;rho_C_full,27,0.9,0.9,True,
full,hva,pcgrad,10,6,30,30,30,27,0.9,True,4.06035090187428,9.481550238234469,4.308807107687165,30,27,0.9,True,4.06035090187428,9.481550238234469,4.308807107687164,30,27,0.9,True,4.060350901874279,9.481550238234469,4.308807107687166,rho_nu_full;rho_C_full,27,0.9,0.9,True,
full,hva,pcgrad,10,8,30,30,30,25,0.8333333333333334,True,5.686760506525363,14.979525882978894,5.371533639855734,30,25,0.8333333333333334,True,5.686760506525363,14.979525882978894,5.371533639855734,30,25,0.8333333333333334,True,5.686760506525364,14.979525882978894,5.371533639855734,rho_nu_full;rho_C_full,25,0.8333333333333334,0.8333333333333334,True,
full,hva,pcgrad_nm,4,4,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.6232290289775055,2.4404142685540067,2.0773348748241913,30,30,1.0,True,1.6232290289775055,2.4404142685540067,2.0773348748241913,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,4,6,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.9530917160288288,3.871244435468384,2.4382072798436116,30,30,1.0,True,1.953091716028829,3.8712444354683826,2.4382072798436116,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,4,8,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.689399855567253,3.472640181393266,2.2140227554344776,30,30,1.0,True,1.689399855567253,3.472640181393266,2.2140227554344785,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,6,4,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.9976853429824137,4.242726013066042,2.449944835742544,30,30,1.0,True,1.9976853429824142,4.242726013066042,2.4499448357425453,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,6,6,30,30,0,0,0.0,False,,,,30,30,1.0,True,2.1444553652319653,3.410145840795553,2.5590675633543314,30,30,1.0,True,2.1444553652319653,3.410145840795553,2.5590675633543323,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,6,8,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.6569769078982994,2.618314010609569,2.1172297770366244,30,30,1.0,True,1.6569769078982994,2.6183140106095686,2.1172297770366226,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,8,4,30,30,0,0,0.0,False,,,,30,30,1.0,True,2.4039175630586076,3.2746936274658913,2.7521449687327957,30,30,1.0,True,2.4039175630586076,3.2746936274658913,2.7521449687327952,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,8,6,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.849801969610217,3.084604801543592,2.3186369729636125,30,30,1.0,True,1.849801969610217,3.084604801543591,2.3186369729636125,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,8,8,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.9947431986001654,3.3672164948838232,2.4380443079429654,30,30,1.0,True,1.994743198600165,3.3672164948838232,2.4380443079429646,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,10,4,30,30,0,0,0.0,False,,,,30,30,1.0,True,2.6573910276422232,5.993196613626087,2.948147648729518,30,30,1.0,True,2.6573910276422232,5.993196613626087,2.9481476487295173,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,10,6,30,30,0,0,0.0,False,,,,30,30,1.0,True,2.4749152274116932,4.6131605407860174,2.8045835831116586,30,30,1.0,True,2.4749152274116937,4.6131605407860174,2.8045835831116586,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,pcgrad_nm,10,8,30,30,0,0,0.0,False,,,,30,30,1.0,True,1.8633894388567895,2.981841001194254,2.306188481804932,30,30,1.0,True,1.863389438856789,2.981841001194254,2.3061884818049316,rho_cos_full;rho_C_full,30,1.0,1.0,True,rho_C_full:nu(structural_control) x30; rho_cos_full:nu(structural_control) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,4,4,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,27,0.9,True,1.4199729062564577,7.703205052013483,1.8396741840782993,rho_C_full,27,0.9,0.9,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,4,6,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,26,0.8666666666666667,True,1.9172290203670634,12.838988848804314,2.340878385983052,rho_C_full,26,0.8666666666666667,0.8666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,4,8,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,24,0.8,True,2.3754768725362516,14.635317040515767,2.713581337920034,rho_C_full,24,0.8,0.8,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,6,4,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,30,1.0,True,1.2535233704785798,3.1995186805200655,1.6184179609588225,rho_C_full,30,1.0,1.0,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,6,6,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,28,0.9333333333333333,True,2.2622063913253676,7.425427037433608,2.6275387778177137,rho_C_full,28,0.9333333333333333,0.9333333333333333,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,6,8,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,29,0.9666666666666667,True,1.1334768953474632,3.2572758530285353,1.4299678925815464,rho_C_full,29,0.9666666666666667,0.9666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,8,4,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,29,0.9666666666666667,True,1.3464852299470804,3.190671152795443,1.7489097169812533,rho_C_full,29,0.9666666666666667,0.9666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,8,6,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,30,1.0,True,1.3877686711719903,3.67123665033601,1.8000405993715773,rho_C_full,30,1.0,1.0,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,8,8,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,30,1.0,True,1.380134018719926,5.34354157099039,1.790775951351957,rho_C_full,30,1.0,1.0,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,10,4,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,27,0.9,True,1.9036578013874805,9.947045939265285,2.3290842337178566,rho_C_full,27,0.9,0.9,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,10,6,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,28,0.9333333333333333,True,1.356877134689305,4.79621818439966,1.7622414055913502,rho_C_full,28,0.9333333333333333,0.9333333333333333,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla,10,8,30,30,0,0,0.0,False,,,,0,0,0.0,False,,,,30,28,0.9333333333333333,True,1.5190051709446104,5.471763799858222,1.9446116734859782,rho_C_full,28,0.9333333333333333,0.9333333333333333,True,rho_C_full:cos_theta(structural_control) x30; rho_C_full:nu(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:nu(structural_target) x30
full,hva,vanilla_ls_nm,4,4,30,30,30,30,1.0,True,2.430304825254141,5.7968477816319215,2.840210486648467,0,0,0.0,False,,,,30,30,1.0,True,2.430304825254142,5.796847781631922,2.840210486648467,rho_nu_full;rho_C_full,30,1.0,1.0,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hva,vanilla_ls_nm,4,6,30,30,30,26,0.8666666666666667,True,4.147345677262532,15.886844279228988,4.006977148021956,0,0,0.0,False,,,,30,26,0.8666666666666667,True,4.147345677262532,15.886844279228988,4.006977148021954,rho_nu_full;rho_C_full,26,0.8666666666666667,0.8666666666666667,True,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
full,hva,vanilla_ls_nm,4,8,30,30,30,18,0.6,False,3.4787015552654315,136.23625627198444,3.4957705929943605,0,0,0.0,False,,,,30,18,0.6,False,3.478701555265431,136.23625627198444,3.4957705929943583,rho_nu_full;rho_C_full,18,0.6,0.6,False,rho_C_full:cos_theta(structural_control) x30; rho_cos_full:cos_theta(structural_target) x30; rho_nu_full:cos_theta(structural_control) x30
