basis,ansatz,variant,n_qubits,depth,seeds_expected,seeds_present,rho_A_lite_seeds_identifiable,rho_A_lite_seeds_estimable,rho_A_lite_fraction_expected,rho_A_lite_cell_estimable,rho_A_lite_vif_median,rho_A_lite_vif_p90,rho_A_lite_kappa_median,rho_nu_lite_seeds_identifiable,rho_nu_lite_seeds_estimable,rho_nu_lite_fraction_expected,rho_nu_lite_cell_estimable,rho_nu_lite_vif_median,rho_nu_lite_vif_p90,rho_nu_lite_kappa_median,route_required_stats,seeds_route_estimable,estimable_fraction_expected,estimable_fraction_present,cell_estimable,structural_notes
lite,hea,lso_grid,10,6,30,30,30,26,0.8666666666666667,True,3.7905519175237865,10.394222411310313,3.651799965327683,30,26,0.8666666666666667,True,3.7905519175237865,10.394222411310313,3.651799965327683,rho_A_lite;rho_nu_lite,26,0.8666666666666667,0.8666666666666667,True,
lite,hea,lso_grid,10,8,30,30,30,20,0.6666666666666666,True,8.254986151644,42.80133719218737,5.590500897353452,30,20,0.6666666666666666,True,8.254986151644,42.80133719218737,5.590500897353453,rho_A_lite;rho_nu_lite,20,0.6666666666666666,0.6666666666666666,True,
lite,hea,lso_pcgrad,4,4,30,30,30,16,0.5333333333333333,False,8.205960130947762,80.19753671929818,5.985164513731149,30,16,0.5333333333333333,False,8.205960130947762,80.19753671929818,5.985164513731153,rho_A_lite;rho_nu_lite,16,0.5333333333333333,0.5333333333333333,False,
lite,hea,lso_pcgrad,4,6,30,30,30,8,0.26666666666666666,False,141.7823046766785,5144.917452864283,27.521675208691484,30,8,0.26666666666666666,False,141.7823046766785,5144.917452864283,27.52167520869149,rho_A_lite;rho_nu_lite,8,0.26666666666666666,0.26666666666666666,False,
lite,hea,lso_pcgrad,4,8,30,30,30,4,0.13333333333333333,False,206.41792524982947,3211.530689149845,32.4222803904446,30,4,0.13333333333333333,False,206.41792524982947,3211.530689149845,32.4222803904446,rho_A_lite;rho_nu_lite,4,0.13333333333333333,0.13333333333333333,False,
lite,hea,lso_pcgrad,6,4,30,30,30,24,0.8,True,5.462479347349225,11.39348376557399,4.577800539769847,30,24,0.8,True,5.462479347349225,11.39348376557399,4.5778005397698465,rho_A_lite;rho_nu_lite,24,0.8,0.8,True,
lite,hea,lso_pcgrad,6,6,30,30,30,16,0.5333333333333333,False,9.799538650080088,30.68202049669662,6.46774901155222,30,16,0.5333333333333333,False,9.799538650080088,30.68202049669662,6.4677490115522165,rho_A_lite;rho_nu_lite,16,0.5333333333333333,0.5333333333333333,False,
lite,hea,lso_pcgrad,6,8,30,30,30,4,0.13333333333333333,False,37.88830752238378,125.7577937808706,13.383049951114028,30,4,0.13333333333333333,False,37.88830752238388,125.7577937808706,13.383049951114032,rho_A_lite;rho_nu_lite,4,0.13333333333333333,0.13333333333333333,False,
lite,hea,lso_pcgrad,8,4,30,30,30,25,0.8333333333333334,True,4.137500251670667,11.56853167839447,3.8928914316672105,30,25,0.8333333333333334,True,4.137500251670666,11.56853167839447,3.8928914316672083,rho_A_lite;rho_nu_lite,25,0.8333333333333334,0.8333333333333334,True,
lite,hea,lso_pcgrad,8,6,30,30,30,24,0.8,True,4.673129583483458,12.997993226466347,4.148967079361833,30,24,0.8,True,4.673129583483458,12.997993226466347,4.148967079361835,rho_A_lite;rho_nu_lite,24,0.8,0.8,True,
lite,hea,lso_pcgrad,8,8,30,30,30,23,0.7666666666666667,True,5.958623175646389,11.10594102179187,4.720274597925274,30,23,0.7666666666666667,True,5.958623175646387,11.10594102179187,4.720274597925275,rho_A_lite;rho_nu_lite,23,0.7666666666666667,0.7666666666666667,True,
lite,hea,lso_pcgrad,10,4,30,30,30,25,0.8333333333333334,True,4.542770107838598,14.990723046702955,4.2866445645152,30,25,0.8333333333333334,True,4.542770107838598,14.990723046702955,4.2866445645152,rho_A_lite;rho_nu_lite,25,0.8333333333333334,0.8333333333333334,True,
lite,hea,lso_pcgrad,10,6,30,30,30,27,0.9,True,4.6657516679617554,8.40680494027183,4.125832019561788,30,27,0.9,True,4.665751667961754,8.40680494027183,4.125832019561788,rho_A_lite;rho_nu_lite,27,0.9,0.9,True,
lite,hea,lso_pcgrad,10,8,30,30,30,19,0.6333333333333333,False,8.351868921383334,42.465069263509804,5.7652523001958595,30,19,0.6333333333333333,False,8.351868921383334,42.465069263509804,5.765252300195861,rho_A_lite;rho_nu_lite,19,0.6333333333333333,0.6333333333333333,False,
lite,hea,pcgrad,4,4,30,30,30,29,0.9666666666666667,True,1.8579585081555043,5.156240910420704,2.303224170791012,30,29,0.9666666666666667,True,1.8579585081555048,5.156240910420706,2.303224170791013,rho_A_lite;rho_nu_lite,29,0.9666666666666667,0.9666666666666667,True,
lite,hea,pcgrad,4,6,30,30,30,30,1.0,True,1.717950701796242,3.1192752378190214,2.183590404208622,30,30,1.0,True,1.7179507017962417,3.1192752378190214,2.183590404208622,rho_A_lite;rho_nu_lite,30,1.0,1.0,True,
lite,hea,pcgrad,4,8,30,30,30,30,1.0,True,2.171940996299295,4.6362068523860875,2.5954184691211557,30,30,1.0,True,2.171940996299295,4.6362068523860875,2.5954184691211557,rho_A_lite;rho_nu_lite,30,1.0,1.0,True,
lite,hea,pcgrad,6,4,30,30,30,30,1.0,True,2.9829110503588385,6.661776040874433,3.159584422417599,30,30,1.0,True,2.9829110503588385,6.661776040874429,3.1595844224176,rho_A_lite;rho_nu_lite,30,1.0,1.0,True,
